regional,circunscricao,site_oficial,url_fonte,titulo_pagina,cnpj_detectado,emails_detectados,telefones_detectados,trechos_doacao,data_coleta,status_validacao
Regional Sul 1,Diocese de Jaboticabal,http://www.diocesejaboticabal.org.br/home/,https://www2.diocesejaboticabal.org.br/,Diocese de Jaboticabal - Home,,recepcao@diocesejaboticabal.org.br,(16) 3202-0390; (16) 3202-6611,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Jaboticabal,http://www.diocesejaboticabal.org.br/home/,https://www2.diocesejaboticabal.org.br/,Diocese de Jaboticabal - Home,,recepcao@diocesejaboticabal.org.br,(16) 3202-0390; (16) 3202-6611,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Jaboticabal,http://www.diocesejaboticabal.org.br/home/,https://www2.diocesejaboticabal.org.br/,Diocese de Jaboticabal - Home,,recepcao@diocesejaboticabal.org.br,(16) 3202-0390; (16) 3202-6611,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Jaboticabal,http://www.diocesejaboticabal.org.br/home/,https://www2.diocesejaboticabal.org.br/,Diocese de Jaboticabal - Home,,recepcao@diocesejaboticabal.org.br,(16) 3202-0390; (16) 3202-6611,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 2,Diocese de Ponta Grossa,http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/noticias/casa-vianney-a-casa-dos-padres-2023-01-30-12-49-29,"Casa Vianney, a casa dos padres",,curia@diocesepontagrossa.org.br,(42) 3224-1140; (42) 99943-0056,"residentes e doações. Atualmente 50% do custeio da Casa Vianney vem do gesto | tem o curso de cuidador de idosos, ofertado pela Diocese, é formado em",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 2,Diocese de Ponta Grossa,http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/clero/categoria/bispo-diocesano,Diocese de Ponta Grossa,,curia@diocesepontagrossa.org.br,(42) 3224-1140; (42) 99943-0056,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 2,Diocese de Ponta Grossa,http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/clero/categoria/clero-diocesano,Diocese de Ponta Grossa,,curia@diocesepontagrossa.org.br,(42) 3224-1140; (42) 99943-0056,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 2,Diocese de Ponta Grossa,http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-nossa-senhora-do-perpetuo-socorro-ponta-grossa-orfas/horarios,Diocese de Ponta Grossa,,curia@diocesepontagrossa.org.br; quia.p.socorro@hotmail.com,(42) 3224-1140; (42) 3238-5989; (42) 99943-0056,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 2,Diocese de Ponta Grossa,http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/clero/categoria/rito-ucraniano,Diocese de Ponta Grossa,,curia@diocesepontagrossa.org.br,(42) 3224-1140; (42) 99943-0056,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 2,Diocese de Ponta Grossa,http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-sao-jose-santuario-diocesano-de-nossa-senhora-do-perpetuo-socorro-ponta-grossa-sao-jose,Diocese de Ponta Grossa,,curia@diocesepontagrossa.org.br; saojoseperpetuosocorropg@gmail.com,(42) 3224-0616; (42) 3224-1140; (42) 98862-7020; (42) 99943-0056,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 2,Diocese de Ponta Grossa,http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/,Diocese de Ponta Grossa,,curia@diocesepontagrossa.org.br,(42) 3224-1140; (42) 99943-0056,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 2,Diocese de Ponta Grossa,http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-nossa-senhora-do-rosario-ponta-grossa-centro/horarios,Diocese de Ponta Grossa,,curia@diocesepontagrossa.org.br; paroquia.rosario@uol.com.br,(42) 3224-1140; (42) 3224-2562; (42) 99943-0056; 1942-1944,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste II,Arquidiocese de Cuiabá,http://www.arquidiocesecuiaba.org.br/index.php,https://arquidiocesecuiaba.org.br/contato/,Contato | Arquidiocese de Cuiabá,,,(65) 3321-3631; (65) 99982 5244,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste II,Arquidiocese de Cuiabá,http://www.arquidiocesecuiaba.org.br/index.php,https://arquidiocesecuiaba.org.br/clero/,Cleros | Arquidiocese de Cuiabá,,,(65) 3321-3631; (65) 99982 5244,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste II,Arquidiocese de Cuiabá,http://www.arquidiocesecuiaba.org.br/index.php,https://arquidiocesecuiaba.org.br/dom-jacy-reforca-convite-para-beatificacao-do-padre-nazareno/,Dom Jacy reforça convite para beatificação do padre Nazareno | Arquidiocese de Cuiabá,,,(65) 3321-3631; (65) 99982 5244,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste II,Arquidiocese de Cuiabá,http://www.arquidiocesecuiaba.org.br/index.php,https://arquidiocesecuiaba.org.br/clero/,Cleros | Arquidiocese de Cuiabá,,,(65) 3321-3631; (65) 99982 5244,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 2,Diocese de Guarapuava,http://www.diopuava.org.br/,https://diopuava.org/2026/06/paroquia-santos-anjos-promove-dia-do-descarte-correto-e-arrecada-agasalhos-para-familias-necessitadas/,Paróquia Santos Anjos promove Dia do Descarte Correto e arrecada agasalhos para famílias necessitadas – Diocese de Guarapuava PR,,contato@diopuava.org,(42) 3623-5984,"A coordenadora também comemorou a adesão da comunidade à novidade deste ano. “Sugerimos que as pessoas trouxessem roupas, agasalhos e cobertores para a campanha do agasalho. Graças a Deus recebemos bastante roupa, bastante calçado e muitas doações que poderão  | Anterior Anterior Congresso Diocesano do Dízimo reúne quase 200 participantes em Guarapuava | Congresso Diocesano do Dízimo reúne quase 200 participantes em Guarapuava",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 2,Diocese de Guarapuava,http://www.diopuava.org.br/,https://diopuava.org/2026/05/nossa-diocese-08-nova-tebas-paroquia-sao-pedro-apostolo/,Nossa Diocese 08 • Nova Tebas • Paróquia São Pedro Apóstolo – Diocese de Guarapuava PR,,contato@diopuava.org,(42) 3623-5984,Congresso Diocesano do Dízimo reúne quase 200 participantes em Guarapuava,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 2,Diocese de Guarapuava,http://www.diopuava.org.br/,https://diopuava.org/2026/06/festas-juninas-unem-fe-tradicao-e-convivencia-fraterna-em-paroquias-e-comunidades-da-diocese-de-guarapuava/,"Festas juninas unem fé, tradição e convivência fraterna em paróquias e comunidades da Diocese de Guarapuava – Diocese de Guarapuava PR",,contato@diopuava.org,(42) 3623-5984,Congresso Diocesano do Dízimo reúne quase 200 participantes em Guarapuava,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de São Carlos,http://www.diocesesaocarlos.org.br,https://www.diocesesaocarlos.org.br/dom-luiz-celebra-missa-da-padroeira-na-paroquia-santa-rita/,Dom Luiz celebra missa da padroeira na paróquia Santa Rita - Diocese de São Carlos | São Carlos - SP,,,,"Ao final da missa, aconteceu também a benção da água e das rosas, que foram ofertadas aos pés da imagem de Santa Rita.",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 2,Diocese de União da Vitória,http://www.dioceseunivitoria.org.br/site/,https://www.dioceseunivitoria.org.br/2020/11/dizimo-cuidar-da-igreja-para-que-a-igreja-cuide-de-nos/,Dízimo: “Cuidar da Igreja para que a Igreja cuide de nós” – Diocese de União da Vitória – Paraná – Brasil,,mitra@dioceseunivitoria.org.br,(42) 3522 3595,"Dízimo: “Cuidar da Igreja para que a Igreja cuide de nós” – Diocese de União da Vitória – Paraná – Brasil | Dízimo: “Cuidar da Igreja para que a Igreja cuide de nós” | A ação evangelizadora da Igreja não parou em nenhum momento, mesmo quando as igrejas estiveram de portas fechadas e agora com a presença ainda de poucos fiéis. Contudo, com a suspensão dos eventos e promoções, os recursos para a evangelização nos aspectos da m | Os bispos do Brasil, fundamentados na rica tradição bíblica e eclesial, definem o dízimo como contribuição sistemática e periódicas dos fiéis, por meio do qual cada comunidade assume corresponsavelmente sua sustentação e a da Igreja. | Quais as dimensões do Dízimo? | 1ª. Religiosa:  Tem a ver com a relação do cristão com Deus. Contribuindo com parte de seus bens, o fiel cultiva e aprofunda a sua relação com Aquele de quem provém tudo o que ele é e tudo o que ele tem, expressando, na gratidão, sua fé e sua conversão. Essa d",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Diocese de Frederico Westphalen,http://www.diocesefw.com.br/new/index.php,http://www.diocesefw.com.br/site/index.php/paroquia/33/miraguai-paroquia-senhor-bom-jesus,Miraguaí - Paróquia Senhor Bom Jesus | Paróquias | Diocese de Frederico Westphalen,,arquivo@diocesefw.com.br; miraguai@diocesefw.com.br; secretariafw@diocesefw.com.br,(55) 3744-3782; (55) 99641-1854,"Muitas dificuldades foram enfrentadas,mas com a ajuda dos padres que aqui estiveram e com a graça de Deus foram vencidas. Nossa Paróquia conta com o serviço de muitos Ministros Extraordinários da Eucaristia, Catequistas e Coroinhas, que com sua doação ajudam a",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Diocese de Frederico Westphalen,http://www.diocesefw.com.br/new/index.php,http://www.diocesefw.com.br/site/index.php/paroquia/23/constantina-paroquia-sao-jose,Constantina - Paróquia São José | Paróquias | Diocese de Frederico Westphalen,,arquivo@diocesefw.com.br; constantina@diocesefw.com.br; secretariafw@diocesefw.com.br,(54) 3363-1079; (55) 3744-3782,"Em cinco de janeiro de 1962, chegaram os primeiros 20 novos bancos para a nova lgreja. Logo depois do primeiro do mês, começaram a chegar os pedreiros para completar as calçadas de pedras, com o esgoto ao redor da igreja. | Em maio de 2014 foram iniciadas novas obras de restauração interna da lgreja Matriz, compreendendo: presbitério, iluminação, bancos, som e pintura. Todas essas obras foram realizadas para valorizar ainda mais o espaço celebrativo e a arquitetura da nossa lgrej",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Diocese de Cachoeira do Sul,http://www.diocesenet.com.br/home/,https://www.diocesenet.com.br/home/category/paroquias/,Paróquias – Diocese de Cachoeira do Sul,,,,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Diocese de Cachoeira do Sul,http://www.diocesenet.com.br/home/,https://www.diocesenet.com.br/home/paroquia-santana/,Paróquia Sant´Ana – Diocese de Cachoeira do Sul,,clari_mari.viana@hotmail.com,1826-1838; 1841-1843; 1844-1845; 1846-1847; 1848-1850,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Diocese de Cachoeira do Sul,http://www.diocesenet.com.br/home/,https://www.diocesenet.com.br/home/paroquia-n-sra-dos-navegantes/,Paróquia N. Sra. dos Navegantes – Diocese de Cachoeira do Sul,,paroquiasobradinho@gmail.com,1987-1991; 51 3744 1430; 51 995942736,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Diocese de Cachoeira do Sul,http://www.diocesenet.com.br/home/,https://www.diocesenet.com.br/home/paroquia-sagrada-familia/,Paróquia Sagrada Familia – Diocese de Cachoeira do Sul,,paroquiaarroiodotigre@hotmail.com,51 3747 1257; 51 996961457,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Diocese de Caxias do Sul,http://www.diocesedecaxias.org.br/,https://www.diocesedecaxias.org.br/paroquias/bento-goncalves/3,Paróquias e Missas - Diocese de Caxias do Sul,,,(54) 3026.8494; (54) 3028.5026; (54) 3206.1065; (54) 3211.3510; (54) 3212.1141,"Endereço: Rua Antônio Chaves, 102, Galópolis - Caxias do Sul - Rio Grande do Sul, 95090-030",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Diocese de Caxias do Sul,http://www.diocesedecaxias.org.br/,https://www.diocesedecaxias.org.br/paroquias/caxias-do-sul/17,Paróquias e Missas - Diocese de Caxias do Sul,,,(54) 3026.8494; (54) 3028.5026; (54) 3206.1065; (54) 3211.3510; (54) 3212.1141,"Endereço: Rua Antônio Chaves, 102, Galópolis - Caxias do Sul - Rio Grande do Sul, 95090-030",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Diocese de Caxias do Sul,http://www.diocesedecaxias.org.br/,https://www.diocesedecaxias.org.br/paroquias/all/0,Paróquias e Missas - Diocese de Caxias do Sul,,,(54) 3026.8494; (54) 3028.5026; (54) 3206.1065; (54) 3211.3510; (54) 3212.1141,"Endereço: Rua Antônio Chaves, 102, Galópolis - Caxias do Sul - Rio Grande do Sul, 95090-030",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Arquidiocese de Porto Alegre,http://www.arquidiocesepoa.org.br,https://www.arquipoa.com/dizimo,Dízimo,,,91399398,"<img alt="""" border=""0"" hspace=""0"" src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAhAAAAMPCAYAAACE9+xzAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsMAAA7DAcdvqGQAAP+lSURBVHhe7J13gFTVvfg/506f2dneOwssHRVBUcSCBbGE2I0l5hdNMxo1L0VTNJqXGBOTaGLaixojdg12jYp",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Arquidiocese de Porto Alegre,http://www.arquidiocesepoa.org.br,https://www.arquipoa.com/,Arquidiocese de Porto Alegre,,,(51) 3083-7800; (51) 3228-6199; 1858-2026,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Arquidiocese de Porto Alegre,http://www.arquidiocesepoa.org.br,https://www.arquipoa.com/,Arquidiocese de Porto Alegre,,,(51) 3083-7800; (51) 3228-6199; 1858-2026,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Arquidiocese de Porto Alegre,http://www.arquidiocesepoa.org.br,https://www.arquipoa.com/,Arquidiocese de Porto Alegre,,,(51) 3083-7800; (51) 3228-6199; 1858-2026,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Arquidiocese de Porto Alegre,http://www.arquidiocesepoa.org.br,https://www.arquipoa.com/,Arquidiocese de Porto Alegre,,,(51) 3083-7800; (51) 3228-6199; 1858-2026,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Arquidiocese de Porto Alegre,http://www.arquidiocesepoa.org.br,https://www.arquipoa.com/,Arquidiocese de Porto Alegre,,,(51) 3083-7800; (51) 3228-6199; 1858-2026,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Arquidiocese de Porto Alegre,http://www.arquidiocesepoa.org.br,https://www.arquipoa.com/,Arquidiocese de Porto Alegre,,,(51) 3083-7800; (51) 3228-6199; 1858-2026,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Arquidiocese de Porto Alegre,http://www.arquidiocesepoa.org.br,https://www.arquipoa.com/clero/presbiteros,Presbíteros | ArquiPoa,,,(51) 3083-7800; (51) 3228-6199,Pe. Alexandre Silveira Chaves,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 4,Arquidiocese de Joinville,http://www.diocesejoinville.com.br/,https://www.arquidiocesejoinville.com.br/acoes/novas-comunidades,Arquidiocese de Joinville,84.708.478/0001-60,pastoral@arquijoinville.com.br,(47) 3451-3700,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 4,Arquidiocese de Joinville,http://www.diocesejoinville.com.br/,https://www.arquidiocesejoinville.com.br/paroquia/paroquia-sao-sebastiao--iririu-joinville-sc-iririu,Arquidiocese de Joinville,84.708.478/0001-60,c0703@diocesejoinville.com.br; pastoral@arquijoinville.com.br; psec07@diocesejoinville.com.br,(47) 3451-3700; 3034-0916; 47 3437-1195; 47 98923-7990,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 4,Arquidiocese de Joinville,http://www.diocesejoinville.com.br/,https://www.arquidiocesejoinville.com.br/paroquia/paroquia-nossa-senhora-de-fatima--gloria-joinville-sc-gloria/horarios,Arquidiocese de Joinville,84.708.478/0001-60,pastoral@arquijoinville.com.br; psec06@diocesejoinville.com.br,(47) 3451-3700; 3453-0012; 47 3453-0229,"Edificar a Pastoral Familiar, criar uma terceira comunidade, despertar para novos Grupos de Reflexão, trabalhar com a juventude, mostrar a importância da Pastoral do Dízimo, despertar a espiritualidade com retiros, adoração ao santíssimo, formação e também tra",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 4,Arquidiocese de Joinville,http://www.diocesejoinville.com.br/,https://www.arquidiocesejoinville.com.br/paroquia/paroquia-divino-espirito-santo--costa-e-silva-joinville-sc-costa-e-silva/horarios,Arquidiocese de Joinville,84.708.478/0001-60,pastoral@arquijoinville.com.br; pfin83@diocesejoinville.com.br; ppas83@diocesejoinville.com.br; psec83@diocesejoinville.com.br,(47) 3451-3700; (47) 3473-5393; (47) 99630-0072; 47 3473-6953; 47 99630-0076,"Atualmente a paróquia possui 22 pastorais e movimentos atuantes entre elas estão: CPC, finanças, Ação Social, Apostolado da Oração, Clube de Mães e Terceira Idade, Pastoral do Dízimo, Eucaristia, Grupo Bíblico de Reflexão, Grupo de Jovens, Infância Missionária",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 4,Arquidiocese de Joinville,http://www.diocesejoinville.com.br/,https://www.arquidiocesejoinville.com.br/paroquia/paroquia-senhor-bom-jesus--aventureiro-joinville-sc-aventureiro,Arquidiocese de Joinville,84.708.478/0001-60,c4202-1@diocesejoinville.com.br; c4203@diocesejoinville.com.br; c4204@diocesejoinville.com.br; c4206@diocesejoinville.com.br; c4207@diocesejoinville.com.br,(47) 3451-3700; 47 3028-6264; 47 3427-0647; 47 3427-4997; 47 3467-0461,Paróquia do bairro Aventureiro promove encontro da Pastoral do Dízimo,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 4,Arquidiocese de Joinville,http://www.diocesejoinville.com.br/,https://www.arquidiocesejoinville.com.br/paroquia/paroquia-sagrado-coracao-de-jesus--pirabeiraba-joinville-sc-pirabeiraba/horarios,Arquidiocese de Joinville,84.708.478/0001-60,pastoral@arquijoinville.com.br; psec46@diocesejoinville.com.br,(47) 3451-3700; 47 3424-0615,"A paróquia possui diversas pastorais ativas, entre elas: Pastoral Familiar, Catequese, Pascom, Dízimo, Exéquias, Juventude, Pastoral Social, GBR, Pastoral das Finanças, Infância Missionária, Liturgia e Canto, Ministros, Coroinhas, Acólitos e outros. Entre os m",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 4,Arquidiocese de Joinville,http://www.diocesejoinville.com.br/,https://www.arquidiocesejoinville.com.br/paroquia/paroquia-sao-domingos-savio--jardim-paraiso-joinville-sc-jardim-paraiso,Arquidiocese de Joinville,84.708.478/0001-60,pastoral@arquijoinville.com.br; psec56@diocesejoinville.com.br,(47) 3451-3700; 2002-2005; 2005-2008; 2008-2009; 47 3419-0000,Formação Paroquial do Dízimo na Paróquia São Domingos Sávio,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 4,Arquidiocese de Joinville,http://www.diocesejoinville.com.br/,https://www.arquidiocesejoinville.com.br/paroquia/paroquia-sao-paulo-apostolo--comasa-joinville-sc-comasa/horarios,Arquidiocese de Joinville,84.708.478/0001-60,pastoral@arquijoinville.com.br; psec44@diocesejoinville.com.br,(47) 3451-3700; 47 3432-7244; 47 3434-1091; 47 3434-1180; 47 3439-6566,"Entre as mais de vinte pastorais da Paróquia São Paulo Apóstolo, as que têm um grau maior de expressividade são a Pastoral da Liturgia, Canto, ECC, Familiar, GBR, Catequese, RCC, Juventude e Dízimo. A principal festa da paróquia é a Festa do Padroeiro, celebra",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Diocese de Novo Hamburgo,http://www.mitranh.org.br/s2/,https://diocesenh.org.br/padres-da-diocese-de-novo-hamburgo-participam-de-retiro-espiritual-no-cecrei/,Padres da Diocese de Novo Hamburgo participam de retiro espiritual no CECREI – Diocese de Novo Hamburgo,,,(51) 3593 1755; 2018-2026,"Padre Fábio de Freitas Guimarães: Certo que sim. Sem ele como podemos fazer tesouro do que temos para oferecer a Deus e fazer oferta pelo próximo? Na medida que conhecemos mais a nós mesmos, podemos adquirir maior liberdade interior na hora de estar diante de ",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste II,Diocese de Rondonópolis-Guiratinga,http://www.diocesederondonopolis.org.br/,https://dioceseroogga.org.br/,Diocese de Rondonópolis Guiratinga | Boas-vindas ao Portal da Diocese,,,(65) 9 9600-5520; (66) 3451-1223; (66) 3461-1521; (66) 3471-1191; (66) 3481-1269,"Procissões das ofertas e durante a consagração | Recorde-se que, na preparação dos dons, devem ser levados ao altar apenas o pão e o vinho – os mesmos elementos que Cristo tomou em suas mãos na Última Ceia –,  que serão consagrados, tornando-se o seu Corpo e o seu Sangue (cf. IGMR, 72, 140; GLP, 59). Este é ",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste II,Diocese de Rondonópolis-Guiratinga,http://www.diocesederondonopolis.org.br/,https://dioceseroogga.org.br/paroquia/paroquia-nossa-senhora-auxiliadora/,Paróquia Nossa Senhora Auxiliadora | Diocese de Rondonópolis,,,(66) 3426-6757; (66) 3481-1269; (66) 99612-3275; (66) 99908-6777,"A paróquia evoluiu ao longo dos anos, incorporando movimentos como o Cursilho de Cristandade na década de 1970 e a Renovação Carismática Católica nos anos 1980. Atualmente conta com diversas pastorais, entre elas a Pastoral da Liturgia, Catequese, Pastoral da ",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste II,Diocese de Rondonópolis-Guiratinga,http://www.diocesederondonopolis.org.br/,https://dioceseroogga.org.br/,Diocese de Rondonópolis Guiratinga | Boas-vindas ao Portal da Diocese,,,(65) 9 9600-5520; (66) 3451-1223; (66) 3461-1521; (66) 3471-1191; (66) 3481-1269,"Procissões das ofertas e durante a consagração | Recorde-se que, na preparação dos dons, devem ser levados ao altar apenas o pão e o vinho – os mesmos elementos que Cristo tomou em suas mãos na Última Ceia –,  que serão consagrados, tornando-se o seu Corpo e o seu Sangue (cf. IGMR, 72, 140; GLP, 59). Este é ",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste II,Diocese de Rondonópolis-Guiratinga,http://www.diocesederondonopolis.org.br/,https://dioceseroogga.org.br/,Diocese de Rondonópolis Guiratinga | Boas-vindas ao Portal da Diocese,,,(65) 9 9600-5520; (66) 3451-1223; (66) 3461-1521; (66) 3471-1191; (66) 3481-1269,"Procissões das ofertas e durante a consagração | Recorde-se que, na preparação dos dons, devem ser levados ao altar apenas o pão e o vinho – os mesmos elementos que Cristo tomou em suas mãos na Última Ceia –,  que serão consagrados, tornando-se o seu Corpo e o seu Sangue (cf. IGMR, 72, 140; GLP, 59). Este é ",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste II,Diocese de Rondonópolis-Guiratinga,http://www.diocesederondonopolis.org.br/,https://dioceseroogga.org.br/paroquia/paroquia-sao-sebastiao-2/,Paróquia São Sebastião | Diocese de Rondonópolis,,,(66) 3426-6757; (66) 3471-1191; (66) 9952-8420; (66) 99908-6777,"Funcionam na Paróquia várias Pastorais e Movimentos, todas movidas pela ação fervorosa do Espírito Santo: Pastoral da Acolhida – Pastoral do Batismo – Pastoral da Criança – Pastoral da Comunicação Pastoral do Dízimo – Pastoral dos Enfermos – Pastoral Familiar ",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste II,Diocese de Rondonópolis-Guiratinga,http://www.diocesederondonopolis.org.br/,https://dioceseroogga.org.br/paroquia/paroquia-sao-pedro-apostolo/,Paróquia São Pedro Apóstolo | Diocese de Rondonópolis,,,(66) 3426-6757; (66) 3486-1152; (66) 9 9907-9047; (66) 99908-6777,"Os Freis Nelson Bernardes Martins e Lúcio Dupont (OFM) foram designados, aos 03 de fevereiro de 2002, respectivamente, como pároco e vigário da Paróquia S. Pedro Apóstolo. Durante seu ministério diversos trabalhos foram realizados principalmente nos assentamen | Outro grande passo dado para a conclusão da nova igreja era a compra de novos bancos e todo o jogo do altar. Ao todo foram investidos 209.000,00 que foram entregues as vésperas da ordenação diaconal do seminarista Arthur. | Rainha da Paz (Banco da Terra)",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste II,Diocese de Rondonópolis-Guiratinga,http://www.diocesederondonopolis.org.br/,https://dioceseroogga.org.br/,Diocese de Rondonópolis Guiratinga | Boas-vindas ao Portal da Diocese,,,(65) 9 9600-5520; (66) 3451-1223; (66) 3461-1521; (66) 3471-1191; (66) 3481-1269,"Procissões das ofertas e durante a consagração | Recorde-se que, na preparação dos dons, devem ser levados ao altar apenas o pão e o vinho – os mesmos elementos que Cristo tomou em suas mãos na Última Ceia –,  que serão consagrados, tornando-se o seu Corpo e o seu Sangue (cf. IGMR, 72, 140; GLP, 59). Este é ",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste II,Diocese de Rondonópolis-Guiratinga,http://www.diocesederondonopolis.org.br/,https://dioceseroogga.org.br/paroquias/,Paróquias | Diocese de Rondonópolis,,,(65) 9 9600-5520; (66) 3022-5507; (66) 3412-1161; (66) 3421-1506; (66) 3421-3501,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 4,Diocese de Criciúma,http://www.diocesecriciuma.com.br/,https://www.diocesecriciuma.com.br/clero/,Diocese de Criciúma,,,,Rafael Chaves de Lima,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
